"","x","name","season","team.x","gp.x","w","l","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","age","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out"
"192",192,"Buddy_Hield","2018","SAC",80,27,53,25.3,10309.7,1.95,1.05,0.91,4.66,4.99,4.33,228,3675480,3833760,0,"SAC",26,82,31.9,0.6,0.1,0.4,0.4,0.1,23.9,76.1,88.2,26.5
"193",193,"Buddy_Hield","2019","SAC",82,39,43,31.9,14089.7,2.67,1.41,1.26,4.71,5.18,4.27,237,3833760,4861208,0,"SAC",27,64,32,0.5,0.1,0.5,0.3,0.1,11.8,88.2,91.7,29.2
"198",198,"Caleb_Swanigan","2018","POR",27,16,11,7,2647.3,0.5,0.27,0.23,4.3,4.42,4.16,378,1465920,1740000,0,"SAC",22,21,8.5,2,0.3,1.8,1,0.4,14,86,84,36
"199",199,"Caleb_Swanigan","2019","SAC",21,10,11,8.5,3411.2,0.65,0.35,0.29,4.24,4.47,3.99,358,1740000,2033160,0,"POR",23,27,10.7,2.6,0.3,2.2,1.5,0.8,13,87,93,53.5
"203",203,"Cameron_Payne","2017","CHI",31,16,15,14.9,5654.9,1.07,0.58,0.49,4.32,4.75,3.91,303,2112480,2203440,0,"CHI",23,25,23.3,1.2,0.1,1.1,0.7,0,6.7,93.3,85,0
"204",204,"Cameron_Payne","2018","CHI",25,7,18,23.3,8798.8,1.67,0.89,0.78,4.36,4.88,3.87,295,2203440,3263295,0,"CLE",24,40,17.8,0.8,0,0.8,0.5,0,0,100,90,5
"206",206,"Caris_LeVert","2017","BKN",56,15,41,21.8,8290.2,1.57,0.83,0.74,4.34,4.75,3.96,330,1562280,1632480,0,"BKN",23,71,26.2,1,0,1,0.7,0.2,4.1,95.9,83.9,21.4
"207",207,"Caris_LeVert","2018","BKN",69,24,45,26.1,9947.5,1.88,1.02,0.86,4.34,4.61,4.07,337,1632480,1702800,0,"BKN",24,40,26.6,0.9,0,0.9,0.6,0.1,0,100,85.7,14.3
"208",208,"Caris_LeVert","2019","BKN",40,19,21,26.6,10629.6,2.01,1.1,0.91,4.23,4.57,3.89,361,1702800,2625718,0,"BKN",25,39,29,0.7,0,0.7,0.6,0.2,0,100,92.3,30.8
"210",210,"Carmelo_Anthony","2017","NYK",74,29,45,34.3,11653.2,2.21,1.19,1.01,3.86,4.09,3.63,9,24559380,26243760,0,"OKC",34,78,32.1,4.9,0.6,4.3,2.4,0.6,11.3,88.7,88.9,23.6
"211",211,"Carmelo_Anthony","2018","OKC",76,46,30,32,10604.3,2.01,1.06,0.95,3.77,4.11,3.45,12,26243760,27928140,0,"HOU",35,10,29.4,3.1,0.9,2.2,1.4,0.4,29,71,70,20
"212",212,"Carmelo_Anthony","2019","HOU",10,4,6,29.4,10368,1.96,1.03,0.94,3.71,3.87,3.59,308,2393887,0,1,"POR",36,50,32.5,2.4,0.3,2.2,1.5,0.8,10.7,89.3,94.9,48.7
"213",213,"Carmelo_Anthony","2019","HOU",10,4,6,29.4,10368,1.96,1.03,0.94,3.71,3.87,3.59,20,25534253,0,1,"POR",36,50,32.5,2.4,0.3,2.2,1.5,0.8,10.7,89.3,94.9,48.7
"216",216,"Cedi_Osman","2018","CLE",61,35,26,11,4344.1,0.82,0.42,0.4,4.49,4.64,4.33,265,2642857,2775000,0,"CLE",24,76,32.2,1.7,0.1,1.6,0.7,0.3,3.2,96.8,88.9,33.3
"217",217,"Cedi_Osman","2019","CLE",76,17,59,32.2,12289,2.33,1.29,1.04,4.13,4.37,3.86,278,2775000,2907143,0,"CLE",25,65,29.4,1,0.1,0.9,0.7,0.2,9,91,91.5,31.9
"219",219,"Chandler_Hutchison","2019","CHI",44,10,34,20.3,8557.1,1.62,0.89,0.73,4.49,4.96,4.03,340,1991520,2332320,0,"CHI",24,28,18.8,1,0,1,0.5,0.2,3.4,96.6,88.2,29.4
"221",221,"Chandler_Parsons","2017","MEM",34,18,16,19.8,7267.6,1.38,0.77,0.61,4.17,4.51,3.81,18,22116750,23112004,0,"MEM",29,36,19.2,2,0.1,1.9,1,0.2,4.1,95.9,92.3,20.5
"222",222,"Chandler_Parsons","2018","MEM",36,12,24,19.2,7043.8,1.33,0.73,0.6,4.18,4.53,3.84,26,23112004,24107258,0,"MEM",30,25,19.8,1.2,0,1.2,0.5,0.1,0,100,86.7,13.3
"223",223,"Chandler_Parsons","2019","MEM",25,11,14,19.8,7546.9,1.43,0.81,0.62,4.04,4.43,3.63,32,24107258,25102511,0,"ATL",31,5,10.8,0.6,0,0.6,0,0,0,100,0,0
"225",225,"Channing_Frye","2017","CLE",74,44,30,18.9,6528,1.24,0.66,0.57,3.93,4.22,3.64,135,7806971,7420912,0,"LAL",35,53,13.1,3.5,0.1,3.4,1.9,0.6,4.3,95.7,94.4,29.6
"226",226,"Channing_Frye","2018","LAL",53,28,25,13.1,4620.5,0.88,0.46,0.41,4,4.36,3.67,149,7420912,0,1,"CLE",36,36,9.5,1.6,0,1.6,0.8,0.3,0,100,80,25.7
"230",230,"Cheick_Diallo","2017","NOP",17,9,8,11.7,4548.7,0.86,0.44,0.42,4.41,4.79,4.07,470,543471,905249,0,"NOP",21,52,11.2,2.9,0.9,2,1.4,0.7,30,70,79.8,37.2
"231",231,"Cheick_Diallo","2018","NOP",52,29,23,11.2,4313.8,0.82,0.44,0.38,4.53,5.01,4.08,393,1312611,1544951,0,"NOP",22,64,14,3.2,0.4,2.8,1.5,0.7,11.8,88.2,82.6,40
"232",232,"Cheick_Diallo","2019","NOP",64,27,37,14,5853.4,1.11,0.61,0.5,4.44,4.91,3.99,396,1544951,0,1,"PHX",23,44,10.6,1.6,0.4,1.2,0.8,0.5,22.9,77.1,90,50
"234",234,"Chimezie_Metu","2019","SAS",29,14,15,5,1990.6,0.38,0.2,0.17,4.25,4.44,4.04,466,838464,0,1,"SAS",23,16,4.5,0.4,0,0.4,0.2,0.1,0,100,75,25
"236",236,"Chinanu_Onuaku","2017","HOU",5,2,3,10.3,3617,0.69,0.37,0.31,3.96,4.33,3.81,476,543471,905249,0,"HOU",21,1,21.6,5,1,4,4,1,20,80,100,25
"241",241,"Chris_McCullough","2017","WAS",16,1,15,5,1986.8,0.38,0.19,0.19,4.47,5.44,3.8,385,1191480,1242840,0,"WAS",23,19,4.7,0.4,0,0.4,0.2,0.1,0,100,100,25
"243",243,"Chris_Paul","2017","LAC",61,43,18,31.5,10925.4,2.07,1.13,0.94,3.95,4.3,3.6,14,22868828,24268960,0,"HOU",33,58,31.8,1.3,0,1.2,0.9,0.1,1.4,98.6,94.4,13
"244",244,"Chris_Paul","2018","HOU",58,50,8,31.8,10778.5,2.04,1.12,0.92,3.86,4.21,3.51,18,24599495,0,1,"HOU",34,58,32,0.7,0,0.7,0.5,0,0,100,78.8,6.1
"245",245,"Chris_Paul","2019","HOU",58,39,19,32,11348.2,2.15,1.2,0.95,3.78,4.14,3.41,2,35654150,38506482,0,"OKC",35,63,31.8,0.5,0,0.5,0.4,0.1,0,100,92.6,18.5
"249",249,"Christian_Wood","2019","NOP",21,13,8,11.9,4770,0.9,0.49,0.41,4.31,4.59,4.03,411,1512601,0,1,"DET",24,62,21.4,2,0.3,1.8,1,0.6,13.4,86.6,90,48.6
"251",251,"CJ_McCollum","2019","POR",70,43,27,33.9,14106.9,2.67,1.52,1.15,4.42,4.89,3.93,19,25759766,27556959,0,"POR",28,62,36,0.6,0,0.5,0.3,0.1,2.9,97.1,78.3,26.1
"253",253,"Clint_Capela","2017","HOU",65,44,21,23.9,8839.1,1.67,0.87,0.8,4.23,4.62,3.88,372,1296240,2334520,0,"HOU",24,74,27.5,5.7,1.1,4.5,3.5,2,20.3,79.7,92.6,51.4
"254",254,"Clint_Capela","2018","HOU",74,62,12,27.5,10204.2,1.93,1.04,0.9,4.23,4.53,3.94,282,2334520,0,1,"HOU",25,67,33.6,5.6,0.9,4.7,2.6,1.4,15.8,84.2,89.4,47.5
"255",255,"Clint_Capela","2019","HOU",67,44,23,33.6,12761,2.42,1.3,1.12,4.07,4.34,3.79,76,15293104,16456522,0,"ATL",26,39,32.8,4.1,0.4,3.7,2.5,1.6,10.1,89.9,94.3,58.1
"259",259,"Cody_Zeller","2017","CHA",62,33,29,27.8,10552,2,1.09,0.91,4.31,4.7,3.93,186,5318313,12584270,0,"CHA",25,33,19,7.2,1.4,5.8,3.5,1.4,20.2,79.8,88.6,34.8
"260",260,"Cody_Zeller","2018","CHA",33,14,19,19,7266.4,1.38,0.75,0.63,4.36,4.7,4.04,93,12584270,13528090,0,"CHA",26,49,25.4,7.2,1.2,6,3.4,1.2,16.1,83.9,85.5,30.6
"261",261,"Cody_Zeller","2019","CHA",49,22,27,25.4,10463.8,1.98,1.12,0.86,4.43,5.06,3.81,94,13528090,14471910,0,"CHA",27,58,23.1,3.8,0.5,3.3,2.5,1.1,13.2,86.8,93.5,41.9
"263",263,"Cole_Aldrich","2017","MIN",62,23,39,8.6,3162.2,0.6,0.32,0.28,4.2,4.5,3.91,138,7643979,7300000,0,"MIN",29,21,2.3,0.6,0.1,0.6,0.2,0.1,7.7,92.3,100,60
"265",265,"Collin_Sexton","2019","CLE",82,19,63,31.8,12195.2,2.31,1.32,0.99,4.14,4.5,3.75,234,4068600,4764960,0,"CLE",21,65,33,0.4,0,0.3,0.3,0.1,8.3,91.7,100,17.6
"267",267,"Corey_Brewer","2017","LAL",82,47,35,15.6,5927.4,1.12,0.56,0.56,4.32,4.52,4.13,139,7600000,7600000,0,"OKC",32,72,16.8,0.8,0.1,0.7,0.5,0.1,17.5,82.5,89.2,10.8
"268",268,"Corey_Brewer","2018","OKC",72,32,40,16.8,6506.6,1.23,0.61,0.62,4.4,4.52,4.29,145,7579366,0,1,"SAC",33,31,15.9,0.5,0,0.5,0.3,0.1,6.7,93.3,76.9,23.1
"269",269,"Cory_Joseph","2017","TOR",79,48,31,25,10098.7,1.91,1.03,0.88,4.6,4.89,4.3,143,7330000,7660000,0,"IND",26,82,27,1.4,0.1,1.4,0.8,0.1,6.7,93.3,85.4,12.2
"270",270,"Cory_Joseph","2018","IND",82,48,34,26.9,10947.9,2.07,1.09,0.99,4.64,4.86,4.43,143,7630000,7945000,0,"IND",27,82,25.2,1.3,0,1.3,0.7,0.1,0.9,99.1,83.6,9.6
"271",271,"Cory_Joseph","2019","IND",82,48,34,25.2,10698.7,2.03,1.08,0.94,4.49,4.81,4.18,161,7945000,0,1,"SAC",28,64,24,0.7,0,0.7,0.4,0.1,4.3,95.7,82.4,14.7
"273",273,"Courtney_Lee","2017","NYK",77,29,48,31.9,11943.1,2.26,1.19,1.07,4.25,4.42,4.08,92,11242000,11747890,0,"NYK",32,76,30.4,0.9,0,0.8,0.5,0.1,1.5,98.5,88.1,23.8
"274",274,"Courtney_Lee","2018","NYK",75,26,49,30.4,11557.1,2.19,1.16,1.03,4.33,4.48,4.18,103,11747890,12253780,0,"DAL",33,34,12.6,0.4,0,0.4,0.3,0,7.1,92.9,91.7,8.3
"275",275,"Courtney_Lee","2019","DAL",34,6,28,12.6,5065.3,0.96,0.51,0.45,4.28,4.6,3.99,107,12253780,12759670,0,"DAL",34,24,14.4,0.7,0,0.7,0.4,0.1,0,100,76.9,15.4
"277",277,"Cristiano_Felicio","2017","CHI",66,31,35,15.8,5943.3,1.13,0.59,0.54,4.3,4.52,4.08,445,874636,0,1,"CHI",25,55,17.8,4.7,1.4,3.3,2.7,0.9,29.5,70.5,83.1,28.1
"278",278,"Cristiano_Felicio","2018","CHI",55,13,42,17.8,6978.9,1.32,0.68,0.64,4.49,4.77,4.24,141,7843500,8470980,0,"CHI",26,60,12.4,2.5,0.7,1.8,1.2,0.6,27.7,72.3,88,41
"279",279,"Cristiano_Felicio","2019","CHI",60,16,44,12.4,4988,0.94,0.5,0.45,4.26,4.52,4.01,152,8470980,8156500,0,"CHI",27,22,17.5,2.5,0.9,1.6,1.7,0.9,35.2,64.8,97.4,50
"280",284,"DJ_Augustin","2017","ORL",78,29,49,19.7,7093.7,1.34,0.74,0.6,4.1,4.43,3.75,144,7250000,7250000,0,"ORL",30,75,23.5,1.2,0,1.2,0.8,0.1,2.2,97.8,92.5,9
"281",285,"DJ_Augustin","2018","ORL",75,23,52,23.5,8886.5,1.68,0.94,0.74,4.35,4.74,3.94,152,7250000,7250000,0,"ORL",31,81,28,0.7,0.1,0.7,0.4,0.1,6.7,93.3,91.4,11.4
"282",286,"DJ_Augustin","2019","ORL",79,40,39,27.9,10827.5,2.05,1.15,0.9,4.17,4.56,3.76,171,7250000,7250000,0,"ORL",32,49,24.8,0.5,0,0.5,0.3,0,4,96,84.2,10.5
"284",288,"DJ_Wilson","2018","MIL",22,12,10,3.2,1243,0.24,0.12,0.11,4.4,4.49,4.13,298,2135040,2534280,0,"MIL",23,48,18.4,3.5,0.3,3.3,1.7,0.4,7.1,92.9,87.1,22.6
"285",289,"DJ_Wilson","2019","MIL",48,37,11,18.4,7822.3,1.48,0.8,0.68,4.51,4.84,4.18,287,2534280,2961120,0,"MIL",24,31,9,1.2,0,1.2,0.8,0.2,2.6,97.4,92.3,26.9
"289",293,"Damian_Jones","2017","GSW",10,7,3,8.5,3108.4,0.59,0.31,0.28,4.16,4.29,4.03,390,1171560,1224240,0,"GSW",23,15,5.9,1.6,0.3,1.3,1.1,0.4,20.8,79.2,94.1,35.3
"290",294,"Damian_Jones","2018","GSW",15,7,8,5.9,2237,0.42,0.22,0.2,4.35,4.4,4.15,406,1312611,1544951,0,"GSW",24,24,17.1,4,0.5,3.5,1.8,0.3,13.5,86.5,84.3,13.7
"291",295,"Damian_Jones","2019","GSW",24,15,9,17.1,6835.7,1.29,0.66,0.64,4.33,4.68,4.03,401,1544951,2305057,0,"ATL",24,55,16.1,2.4,0.5,2,1.3,0.6,19.4,80.6,89,37.8
"293",297,"Damian_Lillard","2017","POR",75,38,37,35.9,13144.8,2.49,1.41,1.08,4.17,4.66,3.67,10,24328425,26153057,0,"POR",27,73,36.6,0.7,0,0.6,0.5,0,6.3,93.8,89.5,7.9
"294",298,"Damian_Lillard","2018","POR",73,44,29,36.6,13335.6,2.53,1.42,1.11,4.16,4.52,3.77,13,26153057,27977689,0,"POR",28,80,35.5,0.3,0,0.3,0.3,0,0,100,90.9,13.6
"295",299,"Damian_Lillard","2019","POR",80,51,29,35.5,13330.3,2.52,1.45,1.08,3.99,4.4,3.54,14,27977689,29802321,0,"POR",29,58,36.9,0.3,0,0.3,0.3,0.1,10,90,93.8,43.8
"299",303,"Damyean_Dotson","2018","NYK",44,11,33,10.8,4349.5,0.82,0.44,0.38,4.59,4.99,4.24,432,1100000,1378242,0,"NYK",25,73,27.4,1,0,1,0.7,0.1,3.9,96.1,92.6,20.4
"300",304,"Damyean_Dotson","2019","NYK",72,12,60,27.5,11031.1,2.09,1.13,0.96,4.27,4.58,3.95,423,1378242,1618520,0,"NYK",26,48,17.4,0.4,0,0.4,0.3,0.1,5,95,100,18.8
"302",280,"DAngelo_Russell","2017","LAL",63,21,42,28.7,11042.4,2.09,1.15,0.94,4.38,4.83,3.92,185,5332800,5562360,0,"BKN",22,48,25.7,0.8,0,0.8,0.5,0.1,5,95,95.7,17.4
"303",281,"DAngelo_Russell","2018","BKN",48,16,32,25.7,9582.8,1.81,0.99,0.82,4.24,4.52,3.95,185,5562360,7019698,0,"BKN",23,81,30.2,0.6,0,0.5,0.4,0.1,6.7,93.3,88.6,28.6
"304",282,"DAngelo_Russell","2019","BKN",81,42,39,30.2,11751.8,2.23,1.23,0.99,4.14,4.55,3.73,174,7019698,0,1,"MIN",24,45,32.3,0.4,0,0.4,0.2,0,0,100,91.7,16.7
"309",309,"Daniel_Theis","2018","BOS",60,41,19,14.9,5605.1,1.06,0.56,0.5,4.29,4.45,4.12,457,815615,1378242,0,"BOS",27,66,13.8,4.2,0.7,3.4,2.2,0.6,17.8,82.2,84.9,23.8
"310",310,"Daniel_Theis","2019","BOS",66,38,28,13.8,5439.4,1.03,0.53,0.5,4.19,4.43,3.96,434,1378242,0,1,"BOS",28,58,23.8,4.1,0.7,3.4,2.4,0.9,17.3,82.7,88.4,35.5
"312",312,"Danilo_Gallinari","2017","DEN",62,30,32,33.9,12006,2.27,1.25,1.03,4.02,4.42,3.63,57,15050000,16100000,0,"LAC",29,21,32,3.7,0.2,3.4,1.9,0.5,6.5,93.5,83.3,20.8
"313",313,"Danilo_Gallinari","2018","LAC",21,11,10,32,11787.7,2.23,1.22,1.01,4.21,4.58,3.84,39,20559599,21587579,0,"LAC",30,68,30.3,3.4,0.1,3.3,1.5,0.5,3.5,96.5,89.7,30.2
"314",314,"Danilo_Gallinari","2019","LAC",68,40,28,30.3,11632.1,2.2,1.24,0.97,4.08,4.53,3.63,41,21587579,22615559,0,"OKC",31,55,30.7,1.6,0.1,1.6,0.8,0.3,3.4,96.6,95.5,31.8
"316",316,"Danny_Green","2017","SAS",67,51,16,26.5,10461.9,1.98,1.09,0.89,4.49,4.76,4.2,109,1e+07,1e+07,0,"SAS",31,70,25.6,1.8,0.2,1.6,0.9,0.2,9.7,90.3,89.2,17.6
"317",317,"Danny_Green","2018","SAS",70,40,30,25.6,10367.4,1.96,1.1,0.87,4.62,4.93,4.28,123,1e+07,1e+07,0,"TOR",32,80,27.7,1.6,0.1,1.5,1,0.1,9.2,90.8,84.6,13.2
"318",318,"Danny_Green","2019","TOR",80,56,24,27.7,11703.9,2.22,1.16,1.06,4.5,4.78,4.22,134,1e+07,0,1,"LAL",32,61,25.1,1.1,0.1,0.9,0.7,0.1,14.1,85.9,84.3,17.6
"320",320,"Dante_Cunningham","2017","NOP",66,28,38,25,9924.4,1.88,0.98,0.9,4.52,4.9,4.18,259,2978250,3106500,0,"BKN",31,73,21.4,5,0.6,4.4,2.5,0.7,12.2,87.8,87.7,23.1
"322",322,"Dante_Exum","2017","UTA",66,40,26,18.6,7200.2,1.36,0.73,0.64,4.41,4.58,4.23,222,3940320,4992385,0,"UTA",22,14,16.8,0.7,0.1,0.6,0.4,0.1,10,90,100,16.7
"323",323,"Dante_Exum","2018","UTA",14,10,4,16.8,6885.2,1.3,0.69,0.61,4.7,5.24,4.21,201,4992385,0,1,"UTA",23,42,15.8,0.7,0,0.7,0.5,0.1,0,100,91.7,12.5
"324",324,"Dante_Exum","2019","UTA",41,21,20,15.8,6894.6,1.31,0.7,0.6,4.61,5.07,4.19,138,9600000,9600000,0,"CLE",24,35,13.9,0.2,0,0.2,0.2,0,0,100,100,16.7
"326",326,"Dario_Saric","2017","PHI",81,28,53,26.3,10286.4,1.95,1.07,0.87,4.46,4.84,4.06,290,2318280,2422560,0,"PHI",24,78,29.6,4.7,1.2,3.5,2.4,0.9,25.2,74.8,88.8,33.6
"327",327,"Dario_Saric","2018","PHI",77,49,28,29.6,11508.3,2.18,1.17,1.01,4.43,4.88,4,277,2422560,2526840,0,"MIN",25,81,25,4,0.7,3.4,2.1,0.7,16.5,83.2,85.9,27.6
"328",328,"Dario_Saric","2019","MIN",81,39,42,25,10132.2,1.92,1.03,0.89,4.31,4.61,4.01,288,2526840,3481986,0,"PHX",26,58,24.9,2.4,0.2,2.2,1.2,0.5,8.5,91.5,92.2,35.1
"331",331,"Darius_Miller","2018","NOP",82,48,34,23.7,8378.9,1.59,0.84,0.75,4.05,4.41,3.71,308,2100000,2205000,0,"NOP",29,69,25.5,2.3,0,2.3,1.1,0.1,0.6,99.4,83,6.8
"333",333,"Darrell_Arthur","2017","DEN",41,20,21,15.6,5468.8,1.04,0.55,0.48,4.02,4.35,3.71,126,8070175,7464912,0,"DEN",30,19,7.4,2.5,0.1,2.4,1.6,0.3,4.2,95.8,96.9,18.8
"335",335,"Darren_Collison","2017","SAC",68,26,42,30.3,11131.2,2.11,1.15,0.95,4.18,4.38,3.94,190,5229454,0,1,"IND",30,69,29.3,0.4,0,0.3,0.3,0,7.7,92.3,81.8,9.1
"336",336,"Darren_Collison","2018","IND",69,39,30,29.3,10985,2.08,1.09,0.99,4.29,4.53,4.07,122,1e+07,1e+07,0,"IND",31,76,28.2,0.6,0,0.6,0.3,0.1,2.3,97.7,92.9,14.3
"338",338,"Darrun_Hilliard","2017","DET",39,19,20,9.8,3694.9,0.7,0.39,0.31,4.32,4.69,3.94,446,874060,1014750,0,"SAS",25,14,6.8,0.2,0,0.2,0.2,0,0,100,100,0
"340",340,"David_Nwaba","2018","CHI",70,26,44,23.5,9604.4,1.82,0.93,0.89,4.65,4.95,4.38,428,1312611,0,1,"CLE",26,51,19.3,2.1,0.2,1.9,0.8,0.1,8.5,91.5,76,10
"341",341,"David_Nwaba","2019","CLE",51,14,37,19.3,7616,1.44,0.77,0.67,4.28,4.46,4.09,409,1512601,0,1,"BKN",27,20,13.4,1.6,0.1,1.4,0.7,0.1,9.4,90.6,87.5,6.3
"343",343,"David_West","2017","GSW",68,56,12,12.6,4160.3,0.79,0.4,0.39,3.78,3.96,3.6,339,1551659,0,1,"GSW",37,73,13.7,3.5,0.6,2.9,2.1,0.8,16.6,83.4,89.4,32.9
"345",345,"Davis_Bertans","2017","SAS",66,51,15,12.2,4906.4,0.93,0.53,0.4,4.59,5.2,3.98,463,543471,905249,0,"SAS",25,77,14.1,2.9,0.3,2.6,1.6,0.3,8.6,91.4,91.7,18.9
"346",346,"Davis_Bertans","2018","SAS",77,43,34,14.1,5739.3,1.09,0.62,0.47,4.64,5.32,3.97,396,1312611,0,1,"SAS",26,76,21.5,2.9,0.1,2.8,1.4,0.3,3.2,96.8,89.7,21.6
"347",347,"Davis_Bertans","2019","SAS",76,44,32,21.5,9054.3,1.71,0.99,0.73,4.51,5.17,3.84,176,7e+06,7e+06,0,"WAS",27,54,29.3,2,0.1,1.9,0.9,0.3,3.7,96.3,87.7,26.3
"348",348,"Davon_Reed","2018","PHX",21,2,19,11.5,4708.4,0.89,0.49,0.4,4.61,5.26,4.04,451,815615,1378242,0,"IND",24,10,4.7,0.4,0,0.4,0.2,0.1,0,100,66.7,33.3
"350",350,"DeAaron_Fox","2018","SAC",73,24,49,27.8,10888.3,2.06,1.12,0.94,4.47,4.84,4.09,207,4609200,5407920,0,"SAC",21,81,31.4,0.2,0,0.2,0.2,0,5.9,94.1,93.3,20
"351",351,"DeAaron_Fox","2019","SAC",81,39,42,31.4,13031.9,2.47,1.31,1.15,4.41,4.94,3.94,198,5470920,6392760,0,"SAC",22,45,31.7,0.2,0,0.2,0.2,0,0,100,100,11.1
"353",360,"Deandre_Ayton","2019","PHX",71,17,54,30.7,11408.6,2.16,1.16,1,3.96,4.19,3.73,157,8165160,9562920,0,"PHX",21,30,33.2,2.6,0.7,2,2,1.2,25.3,74.7,95.2,58.1
"355",356,"DeAndre_Bembry","2017","ATL",38,20,18,9.8,3661.8,0.69,0.36,0.33,4.28,4.54,3.99,347,1499760,1567200,0,"ATL",23,26,17.5,1.4,0.1,1.3,0.7,0.1,5.7,94.3,100,15.8
"356",357,"DeAndre_Bembry","2018","ATL",25,8,17,18.1,6937.1,1.31,0.68,0.63,4.37,4.63,4.15,344,1567200,1634640,0,"ATL",24,82,23.6,0.9,0.1,0.8,0.5,0.1,9.2,90.8,88.4,27.9
"357",358,"DeAndre_Bembry","2019","ATL",82,29,53,23.6,9671.8,1.83,0.97,0.86,4.32,4.63,4.01,372,1634640,2603982,0,"ATL",25,43,21.3,0.6,0,0.6,0.3,0.1,4,96,84.6,38.5
"360",362,"DeAndre_Jordan","2017","LAC",81,51,30,31.7,10698.2,2.03,1.07,0.96,3.84,4.01,3.66,23,21165675,22642350,0,"LAC",29,77,31.5,9.4,4,5.4,5.4,3.4,42.4,57.6,83.8,53.5
"361",363,"DeAndre_Jordan","2018","LAC",77,39,38,31.5,10795.1,2.04,1.07,0.97,3.9,4.07,3.73,32,22642350,24119025,0,"NYK",30,69,29.7,7,2.1,5,3.9,2.4,29.3,70.7,89.9,54.9
"362",364,"DeAndre_Jordan","2019","NYK",69,25,44,29.7,10374,1.96,1.06,0.91,3.73,3.89,3.57,37,22900000,0,1,"BKN",31,56,22,3.5,0.6,2.8,2.1,1.2,18,82,93.5,54
"364",366,"DeAndre_Liggins","2017","DAL",62,40,22,12.5,4927.2,0.93,0.47,0.47,4.48,4.42,4.55,409,1015696,1087745,0,"NOP",30,58,12.5,0.4,0.1,0.3,0.2,0,13.6,86.4,87.5,12.5
"366",354,"DeAnthony_Melton","2019","PHX",50,13,37,19.7,8173.2,1.55,0.83,0.72,4.42,4.79,4.06,456,949000,1416852,0,"MEM",22,52,19.4,0.5,0.1,0.4,0.4,0.1,11.5,88.5,87,21.7
"368",368,"Dejounte_Murray","2017","SAS",38,29,9,8.5,3425.8,0.65,0.35,0.3,4.62,4.92,4.31,389,1180080,1233240,0,"SAS",21,81,21.5,0.8,0.3,0.6,0.5,0.3,30.3,69.7,89.4,51.1
"371",371,"Delon_Wright","2017","TOR",27,19,8,16.5,6635.9,1.26,0.67,0.59,4.57,4.9,4.23,329,1577280,1645200,0,"TOR",26,69,20.8,1.2,0.1,1.1,0.7,0.1,6.3,93.8,90.7,9.3
"372",372,"Delon_Wright","2018","TOR",69,49,20,20.8,8378.8,1.59,0.85,0.73,4.61,4.97,4.25,336,1645200,2536898,0,"MEM",27,75,22.6,1,0.1,0.9,0.5,0.1,6.8,93.2,82.6,19.6
"373",373,"Delon_Wright","2019","MEM",75,45,30,22.6,9623.8,1.82,0.99,0.83,4.5,4.84,4.14,286,2536898,0,1,"DAL",28,65,21.7,0.7,0.1,0.6,0.3,0.1,14.3,85.7,69,17.2
"375",375,"DeMar_DeRozan","2017","TOR",73,46,27,35.5,12655.3,2.4,1.34,1.06,4.06,4.42,3.69,2,26540100,27739975,0,"TOR",28,80,33.9,1.4,0,1.3,0.9,0.1,0.9,99.1,89.7,12.8
"376",376,"DeMar_DeRozan","2018","TOR",80,57,23,33.9,12623.5,2.39,1.33,1.06,4.24,4.71,3.77,10,27739975,27739975,0,"SAS",29,77,34.9,1.5,0,1.5,1,0.2,0.9,99.1,92.6,19.8
"377",377,"DeMar_DeRozan","2019","SAS",77,44,33,34.9,13516.5,2.56,1.44,1.12,4.18,4.59,3.76,15,27739975,27739975,0,"SAS",30,61,34.3,1.5,0,1.5,0.9,0.2,0,100,86.9,19.7
"379",379,"DeMarcus_Cousins","2017","NOP",72,30,42,34.2,10800,2.05,1.07,0.97,3.6,3.67,3.52,45,16957900,18063850,0,"NOP",27,48,36.2,8.2,2.2,6,4.6,2.2,26.6,73.2,91.3,44.4
"380",380,"DeMarcus_Cousins","2018","NOP",48,27,21,36.2,11439.3,2.17,1.11,1.05,3.6,3.77,3.44,50,18063850,0,1,"GSW",28,30,25.7,4.6,0.9,3.7,2.6,1.1,19,81,86.7,36.7
"382",382,"DeMarre_Carroll","2017","TOR",71,43,28,26.2,9563,1.81,0.95,0.86,4.16,4.26,4.05,62,14200000,14800000,0,"BKN",31,73,29.9,2.2,0.3,1.9,1.1,0.4,12.4,87.6,89,31.9
"383",383,"DeMarre_Carroll","2018","BKN",71,24,47,29.9,10776.7,2.04,1.09,0.95,4.11,4.26,3.95,75,14800000,15400000,0,"BKN",32,67,25.4,1.8,0.1,1.6,0.8,0.2,6.8,93.2,87.7,23.1
"384",384,"DeMarre_Carroll","2019","BKN",67,36,31,25.4,9705.1,1.84,1,0.83,4.04,4.41,3.67,75,15400000,0,1,"HOU",33,21,11,0.6,0.1,0.6,0.4,0.1,7.7,92.3,100,33.3
