Player,Season,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Luka Samanic,2019,SAS,1,0,1,12,0,22,12,0.6,1.57,0.86,0,0,0,0,0,0,0
Luka Doncic,2019,DAL,52,32,20,33.2,28.4,94.3,33.1,8.7,5.56,5.15,0.301,0.5,1.2,1.7,0.423,0.726,0.899
Luguentz Dort,2019,OKC,29,22,7,22,6.2,17.3,12.7,0.6,1.93,1.31,0.359,0.2,0,0.8,1.333,0,0.75
Louis King,2019,DET,10,3,7,6.2,2,7.8,4.6,0.3,2.3,1.36,0.256,0,0,0.2,0,0,2
Lou Williams,2019,LAC,60,41,19,29.3,18.7,63.4,25.3,5.1,4.85,4,0.294,0.2,0.1,0.4,0.308,0,0.783
Lonzo Ball,2019,NOP,55,24,31,32.3,12.2,83,35.6,4.7,3.38,2.56,0.147,0.4,0.2,1.5,0.409,0.333,0.671
Lonnie Walker IV,2019,SAS,52,23,29,14.3,5.4,17.8,10.8,0.8,2.82,1.99,0.307,0.1,0,0.6,0,0,0.75
LeBron James,2019,LAL,60,47,13,34.9,25.7,92.4,38.7,7.5,4.85,3.84,0.279,1.8,4,2.6,0.575,0.463,0.879
Lauri Markkanen,2019,CHI,50,18,32,29.8,14.7,45.3,25.5,1.4,1.82,1,0.325,1.3,1,2.6,0.889,0.52,1.008
Larry Nance Jr.,2019,CLE,56,16,40,26.3,10.1,45.1,26.2,1.5,2.06,0.93,0.224,2.9,1.4,5.8,0.389,0.354,0.788
Langston Galloway,2019,DET,65,20,45,25.9,10.4,27.2,21.1,0.9,2,1.32,0.381,0.4,0,0.4,0.655,0,0.333
Landry Shamet,2019,LAC,47,31,16,27.5,9.7,31.5,19.3,1.2,2.33,1.71,0.307,0.1,0,0.3,0.571,0,0.75
LaMarcus Aldridge,2019,SAS,52,22,30,33,18.9,55.1,38.7,1.8,1.92,0.76,0.343,2.9,9.7,4.8,0.44,0.588,1.008
Kyrie Irving,2019,BKN,20,8,12,32.9,27.4,77.6,26.6,6.3,4.91,4.55,0.353,0.8,0.3,1.8,0.667,1.333,0.743
Kyle O'Quinn,2019,PHI,26,17,9,9.9,3.3,22.6,13.3,0.7,1.77,0.45,0.148,2,0.7,1.9,0.075,0.118,0.66
Kyle Lowry,2019,TOR,51,35,16,36.6,19.5,84.3,36.1,5.8,4.13,3.43,0.232,0.4,0,0.7,0.273,0,0.368
Kyle Kuzma,2019,LAL,54,43,11,24.6,12.5,34.9,21.8,1.5,2.57,1.67,0.358,1.3,1.1,1.7,0.886,0.5,1.011
Kyle Korver,2019,MIL,49,39,10,16.6,6.7,18.9,13.9,0.5,1.6,0.71,0.352,0.1,0,0.2,0.4,0,0.333
Kyle Guy,2019,SAC,2,1,1,2,1,3.5,2.5,0.2,2.91,2.86,0.286,0,0,0,0,0,0
Kyle Anderson,2019,MEM,59,30,29,19.3,5.7,28.1,16.5,1.1,2.45,1.37,0.202,1,0.2,1.9,0.439,0.455,0.827
Ky Bowman,2019,GSW,45,9,36,22.6,7.4,55.2,23.5,3.8,4.09,3.97,0.135,0.2,0.1,0.5,0.727,0,0.417
Kristaps Porzingis,2019,DAL,49,28,21,31.1,18.9,58,34.3,1.5,1.58,0.51,0.326,2.3,3.1,4.1,0.85,0.569,1.04
Kris Dunn,2019,CHI,51,19,32,24.9,7.3,45.6,20.5,2.6,3.43,2.78,0.16,0.2,0.1,0.8,0.6,0.333,0.634
Kostas Antetokounmpo,2019,LAL,3,3,0,1.7,0,1,0.3,0,0.95,0,0,0.3,0,0.3,0,0,0
Khyri Thomas,2019,DET,8,2,6,7.6,2.1,13,6.8,0.9,3.97,3.71,0.163,0.4,0,0.3,0,0,0
Khris Middleton,2019,MIL,54,43,11,30,21.2,58.6,28.4,3.4,3.51,2.74,0.362,1.4,2.3,1.2,0.712,0.794,0.954
Khem Birch,2019,ORL,40,16,24,19.4,3.8,25.4,14.5,0.6,1.33,0.43,0.15,2.7,0.5,4.6,0.312,0.286,0.511
Kevon Looney,2019,GSW,20,6,14,13.1,3.4,21,13.9,0.6,1.78,0.72,0.162,1.2,1.3,2.4,0.217,0.192,0.83
Kevin Porter Jr.,2019,CLE,50,15,35,23.2,10,31.9,21.5,1.8,3.39,2.43,0.312,0.5,0.1,1.3,0.846,0.2,1.094
Kevin Love,2019,CLE,56,16,40,31.8,17.6,61.1,37.4,2,1.93,0.58,0.289,1.4,6.8,3.1,0.628,0.532,0.901
Kevin Knox II,2019,NYK,65,21,44,17.9,6.4,22.5,14.6,0.8,2.06,1.1,0.287,0.2,0.1,0.5,0.692,0.167,0.8
Kevin Huerter,2019,ATL,56,19,37,31.4,12.2,43.5,29,2.2,3.05,2.4,0.281,0.3,0,1,0.778,2,0.741
Kevin Hervey,2019,OKC,7,3,4,2.8,0.3,3.7,2.4,0.1,1.44,0.46,0.077,0,0,0,0,0,0
Kentavious Caldwell-Pope,2019,LAL,63,49,14,25.5,9.5,30.7,20.2,0.9,1.82,0.95,0.311,0.8,0,1,0.706,0,0.889
Kent Bazemore,2019,SAC,63,31,32,25,8.6,33,18.5,1.4,2.55,1.7,0.26,0.3,0.2,0.8,0.571,0.8,0.706
Kenrich Williams,2019,NOP,35,12,23,22.3,3.8,31.3,16.7,0.8,1.52,0.82,0.121,0.2,0,1.7,0.25,0,0.414
Kendrick Nunn,2019,MIA,61,40,21,29.8,15.8,50.4,24.5,3.4,4.07,3.59,0.312,0.6,0.1,1,0.583,0.286,0.75
Kemba Walker,2019,BOS,50,33,17,31.8,21.2,73.1,24.5,6.2,5.07,4.65,0.29,0.3,0,0.7,0.5,0,0.444
Kelly Oubre Jr.,2019,PHX,55,22,33,34.4,18.7,45.5,31.4,1.7,2.25,1.37,0.411,1,0.1,2.9,0.895,0.5,0.994
Kelly Olynyk,2019,MIA,58,38,20,18.6,7.7,32.9,17.3,1,1.76,0.55,0.234,0.9,0.6,1.6,0.491,0.219,0.914
Keldon Johnson,2019,SAS,9,3,6,10.2,4.6,11.3,6.8,0.4,2.24,1.39,0.402,0.4,0.1,0.7,1.5,0,0.333
Kelan Martin,2019,MIN,31,12,19,16,6.4,18.9,12.1,0.6,1.82,0.95,0.337,0.2,0,0.5,0.4,0,0.667
Keita Bates-Diop,2019,DEN,39,10,29,17.1,6.6,20.7,13,0.6,1.84,0.93,0.319,0.5,0.1,1.3,0.833,1,1.115
Kawhi Leonard,2019,LAC,51,38,13,32.2,26.9,64.3,39.4,4.6,4.27,3.44,0.418,1,4.7,1.7,0.792,0.51,0.678
Karl-Anthony Towns,2019,MIN,35,10,25,33.9,26.5,69.5,47.8,2.3,2.01,0.79,0.381,3.3,7.9,5.7,0.491,0.554,1.05
Kadeem Allen,2019,NYK,10,3,7,11.7,5,27.6,8.9,2.3,4.91,4.76,0.181,0.2,0,0.1,2,0,2
KZ Okpala,2019,MIA,5,2,3,5.2,1.4,3.8,2.2,0.1,2.19,1.63,0.368,0.2,0,0.6,0,0,0.667
Juwan Morgan,2019,UTA,16,10,6,4.6,1.2,5,3,0.1,1.2,0.34,0.238,0,0,0.7,0,0,0.909
Justise Winslow,2019,MEM,11,7,4,32,11.3,67.5,26.9,4.5,3.98,3.38,0.167,0.5,0.9,2.5,1.333,0.6,0.963
Justin Wright-Foreman,2019,UTA,1,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Robinson,2019,WAS,9,2,7,5.4,1.4,7.3,3,0.6,4.54,4.41,0.197,0,0,0,0,0,0
Justin Patton,2019,OKC,5,2,3,4.8,1.8,10.4,6.6,0.3,1.54,0.48,0.173,0.6,0.2,0.8,0,0,1.5
Justin James,2019,SAC,34,13,21,6.4,2.5,7.3,4.6,0.3,2.41,1.49,0.341,0,0,0.3,0,2,1.3
Justin Jackson,2019,DAL,57,35,22,15.9,5.7,22,12.9,0.6,1.73,0.91,0.261,0.3,0,0.9,0.737,1,1.041
Justin Holiday,2019,IND,65,39,26,24.9,8.4,29.2,16.7,0.8,1.62,0.75,0.289,0.4,0,1,0.429,0,0.703
Justin Anderson,2019,BKN,3,2,1,5.6,1,6.7,3.3,0.2,1.94,0.8,0.15,0,0,0,0,0,0
Julius Randle,2019,NYK,64,21,43,32.5,19.5,68.8,40.7,3.2,2.76,1.67,0.283,3.5,4.8,4.5,0.608,0.563,0.937
Juancho Hernangomez,2019,MIN,48,24,24,17.4,6,23.5,12.8,0.6,1.53,0.55,0.255,0.4,0.2,1.6,1.35,0.364,0.91
Juan Toscano-Anderson,2019,GSW,13,3,10,20.9,5.3,39.9,20.8,1.5,2.19,1.41,0.133,0.6,0.2,2,0.75,0,0.846
Jrue Holiday,2019,NOP,54,24,30,34.9,19.6,80.8,36.9,4.9,3.65,3.2,0.242,1.2,0.3,1.9,0.683,0.571,0.663
Josh Richardson,2019,PHI,48,29,19,30.7,13.8,51,32.8,3.1,3.62,2.94,0.271,0.8,0.1,1.1,0.556,1,0.792
Josh Reaves,2019,DAL,2,1,1,0.7,0,1.5,0.5,0.1,5.29,4.67,0,0,0,0,0,0,0
Josh Okogie,2019,MIN,62,19,43,25,8.6,27.9,19,1,2.23,1.53,0.308,0.3,0,2,0.684,0,0.837
Josh Magette,2019,ORL,8,3,5,4.7,1.5,10,3.5,1,5.85,5.99,0.15,0,0,0,0,0,0
Josh Jackson,2019,MEM,18,9,9,19.8,10.4,28.2,16.1,1.1,2.42,1.7,0.37,0.2,0.1,1.3,0.667,0,0.826
Josh Hart,2019,NOP,56,24,32,27.7,10.3,40.8,22,1.3,1.98,1.23,0.252,0.3,0.1,0.9,0.429,0,0.745
Josh Gray,2019,NOP,2,1,1,11.4,1,22.5,15.5,1.2,3.29,2.93,0.044,0,0,0.5,0,0,0
Jordan Poole,2019,GSW,57,12,45,22.3,8.8,36.7,24.3,1.9,3.03,2.34,0.24,0.3,0,0.2,0.176,0,0.462
Jordan McRae,2019,DET,37,12,25,21.2,11.5,36.7,25.3,2,3.3,2.74,0.314,0.1,0,0.5,1.25,0,1
Jordan McLaughlin,2019,MIN,30,7,23,19.7,7.6,49.5,18.7,3.6,4.3,3.98,0.154,0.1,0,0.4,0.667,0,0.545
Jordan Clarkson,2019,UTA,63,31,32,24.2,15.1,37.3,23.3,2.2,3.53,2.96,0.405,0.4,0.2,1,0.435,0.5,1
Jordan Bone,2019,DET,10,3,7,5.3,1.2,8.8,6.1,0.5,3.25,2.14,0.136,0,0,0.1,0,0,2
Jordan Bell,2019,MEM,29,8,21,8.8,3.2,16.7,8.6,0.5,1.63,0.52,0.193,1,0.3,2.1,0.267,0.1,0.85
Jonathan Isaac,2019,ORL,32,13,19,29.7,12,54.5,24.1,1.4,1.59,0.66,0.22,1.6,0.9,3.3,0.471,0.567,0.943
Jonas Valanciunas,2019,MEM,62,30,32,26.3,14.9,54.7,31.6,1.6,1.74,0.51,0.272,3.3,4.5,8.5,0.696,0.69,1.034
Jonah Bolden,2019,PHX,7,6,1,6.7,1.4,9.6,4.9,0.2,1.43,0.49,0.149,0.1,0.1,1,0,0,0.857
Johnathan Williams,2019,WAS,11,6,5,12.3,3.2,12.9,8,0.3,1.5,0.45,0.246,1.3,0.1,2.5,0.714,2,0.75
Johnathan Motley,2019,LAC,13,8,5,3.2,2.2,6.1,3.1,0.2,2.08,1.23,0.354,0.1,0.2,0.7,0,1,1.222
John Konchar,2019,MEM,15,7,8,11.1,3.4,16.5,9.2,0.6,2.04,1.23,0.206,0.5,0.1,1.9,1.5,2,0.964
John Henson,2019,DET,40,8,32,15,5.5,23.3,15.8,0.6,1.6,0.41,0.237,2,0.4,4.4,0.557,0.353,0.876
John Collins,2019,ATL,41,15,26,33.2,21.6,67.6,35.7,1.8,1.56,0.53,0.319,3.6,1.7,9.4,0.723,0.8,1.083
Joel Embiid,2019,PHI,44,28,16,30.2,23.4,70.6,44.5,2.6,2.23,0.88,0.332,5,9.7,6.9,0.418,0.763,1.03
Joe Ingles,2019,UTA,64,41,23,29.9,9.8,55.9,31.1,3.2,3.49,2.53,0.174,0.5,0.1,0.3,0.258,0.2,0.5
Joe Harris,2019,BKN,63,30,33,30.9,13.9,45.1,30.3,1.4,1.81,1,0.309,0.9,0.1,1.3,0.691,0,0.807
Joe Chealey,2019,CHA,4,1,3,8.4,0.5,19,8.5,1.3,4.12,3.18,0.026,0,0,0,0,0,0
Jimmy Butler,2019,MIA,54,36,18,34.3,20.2,72.3,37,5.5,4.53,3.53,0.28,1.9,3,4.3,0.784,0.491,0.7
Jevon Carter,2019,PHX,50,21,29,15.1,4.6,22.5,11.4,1.4,3.79,3.33,0.206,0.2,0,0.4,0.545,0,0.3
Jerome Robinson,2019,WAS,55,35,20,13.6,3.7,18.9,9.8,0.9,2.8,2.39,0.194,0.1,0,0.1,1,0,0.375
Jeremy Pargo,2019,GSW,3,0,3,14.8,8.3,32.3,12,2.8,5.14,5.3,0.258,0,0,0.3,0,0,2
Jeremy Lamb,2019,IND,46,27,19,28.1,12.5,43.9,27.7,2.2,2.95,1.92,0.286,0.4,0.1,0.9,0.944,0,1.195
Jeremiah Martin,2019,BKN,3,3,0,5.3,0.7,7.7,4.3,0.5,4.1,3.65,0.087,0,0,0,0,0,0
Jerami Grant,2019,DEN,64,42,22,26.2,11.6,36.3,22.4,1,1.72,0.68,0.32,1,1.3,2.8,0.582,0.65,0.972
Jeff Teague,2019,ATL,59,22,37,24.8,10.9,54.6,19.9,4.5,4.91,4.8,0.199,0.2,0.1,0.4,0.182,0.286,0.667
Jeff Green,2019,HOU,40,24,16,18.9,8.4,23.3,14.3,0.7,1.89,0.91,0.362,0.7,0.3,1.6,0.714,0.273,0.857
Jayson Tatum,2019,BOS,59,41,18,34.6,23.6,68.5,39.1,3.4,2.98,2.08,0.344,1.5,1.5,2.1,0.708,0.567,0.718
Jaylen Nowell,2019,MIN,15,2,13,10.1,3.8,14.5,8.9,0.6,2.45,1.81,0.261,0.5,0,0.5,0.75,0,0.5
Jaylen Hoard,2019,POR,13,7,6,7.9,2.9,10.2,5.2,0.4,2.12,1.1,0.288,0.5,0,1.3,0.714,0,0.706
Jaylen Brown,2019,BOS,50,33,17,34,20.4,49.2,31.8,2.2,2.66,1.93,0.416,1.1,1.2,2.2,0.614,0.724,1.045
Jaxson Hayes,2019,NOP,55,26,29,17.2,7.6,24.4,14.8,0.6,1.4,0.37,0.313,1.9,0.2,4.4,0.824,0,1.071
Javonte Green,2019,BOS,44,30,14,9.4,2.9,11.5,5.8,0.4,1.83,1,0.25,0.4,0,0.7,0.824,0,0.71
Jarrod Uthoff,2019,MEM,4,3,1,3.4,1,5.8,3.5,0.2,2.05,1.13,0.174,0.5,0.3,0.8,1,0,0.667
Jarrett Culver,2019,MIN,63,19,44,23.9,9.2,38.7,20.7,2.1,3.18,2.4,0.238,0.5,0.1,1.5,0.6,0.857,0.894
Jarrett Allen,2019,BKN,64,30,34,25.7,10.6,38.3,23.2,0.9,1.35,0.33,0.278,3.4,0.1,8.5,0.607,0,0.938
Jarrell Brantley,2019,UTA,5,2,3,2.7,0,2,1.2,0.1,2.02,1.4,0,0,0.2,0,0,0,0
Jarred Vanderbilt,2019,MIN,11,6,5,4.2,1.1,5,2.5,0.1,1.5,0.62,0.218,0.3,0,0.8,0,0,0.667
Jaren Jackson Jr.,2019,MEM,54,28,26,28,16.9,43.7,28.5,1.3,1.8,0.89,0.387,2.1,3,3.9,0.739,0.658,0.905
Jared Harper,2019,PHX,3,1,2,2.6,0.7,2.7,2,0.2,4.21,3.88,0.25,0,0,0,0,0,0
Jared Dudley,2019,LAL,40,29,11,7.8,1.5,11.7,6.2,0.3,1.38,0.47,0.124,0.2,0.1,0.2,0.333,0.667,0.333
James Johnson,2019,MIN,32,14,18,19.4,8.4,33.5,19.2,1.5,2.64,1.93,0.252,1.5,0.3,1.7,0.125,0.2,0.868
James Harden,2019,HOU,61,39,22,36.7,34.4,84.5,24.6,8.7,6.15,5.87,0.406,0.4,0.7,0.9,0.364,0.489,0.732
James Ennis III,2019,ORL,61,39,22,17.3,6,17.5,11.7,0.5,1.81,0.83,0.342,0.2,0,1.6,1,2,0.885
Jamal Murray,2019,DEN,55,37,18,32.8,18.8,76.8,34.3,5.9,4.64,4.13,0.245,0.9,0.3,1.6,0.519,0.778,0.865
Jalen McDaniels,2019,CHA,16,7,9,18.3,5.6,25,14.1,0.8,1.88,1,0.223,0.2,0.4,1.3,0.667,0.833,0.905
Jalen Lecque,2019,PHX,4,1,3,6.6,2.5,6.3,5.8,0.3,2.44,1.84,0.4,0,0,0,0,0,0
Jalen Brunson,2019,DAL,56,33,23,18,8.2,37.6,17.4,2.8,4.49,4.03,0.218,0.1,0,0.4,0.5,0,0.72
Jakob Poeltl,2019,SAS,57,24,33,16.7,5.3,32.9,17.2,0.8,1.5,0.45,0.16,2.2,0.8,4.3,0.635,0.292,0.786
Jake Layman,2019,MIN,23,11,12,22,9.1,24,16.3,0.8,2.02,1.19,0.38,0.3,0.2,1.4,1.333,0.5,1.188
Jahlil Okafor,2019,NOP,28,9,19,15.1,7.6,30.6,18.8,1,1.99,0.91,0.25,2.4,2.4,4,0.544,0.552,0.82
Jae Crowder,2019,MIA,57,26,31,29.1,10.2,48.7,26.7,1.5,1.83,0.97,0.21,0.5,0.1,1.1,0.462,0.25,0.984
Jacob Evans,2019,MIN,29,8,21,14.4,4.4,29.2,14.4,1.6,3.22,2.33,0.151,0.3,0.1,0.5,0.333,0,0.857
Jabari Parker,2019,SAC,33,7,26,25.8,14.7,52,25.8,1.6,1.85,0.96,0.282,1.5,1.2,3.5,0.735,0.8,1.239
JaVale McGee,2019,LAL,61,48,13,16.8,6.8,23,11.9,0.5,1.35,0.39,0.296,2.2,0.9,5.4,0.467,0.263,0.934
JaMychal Green,2019,LAC,55,38,17,20.5,6.5,29.1,14.1,0.6,1.29,0.35,0.223,0.5,0.4,1.8,0.586,0.65,0.773
JaKarr Sampson,2019,IND,26,15,11,13.1,4.2,12.8,7.2,0.4,1.71,0.76,0.326,0.3,0.3,1.8,1.111,0.286,1
Ja Morant,2019,MEM,59,31,28,30,17.6,73.3,28,6.5,5.34,4.72,0.241,0.5,0,1.6,0.852,0,0.926
JJ Redick,2019,NOP,54,24,30,26.4,14.9,34.6,27.3,1.1,1.9,1.16,0.431,0.6,0,0.4,0.563,0,0.762
J.P. Macura,2019,CLE,1,1,0,0.6,0,1,1,0,2.88,1,0,0,0,0,0,0,0
J.J. Barea,2019,DAL,26,13,13,15,7.5,38.2,15.8,3.2,5,5.16,0.195,0.1,0,0.2,1,0,1.25
Ivica Zubac,2019,LAC,64,44,20,18.1,8,34.9,18.7,0.8,1.43,0.37,0.229,2.8,0.6,6.2,0.61,0.463,0.916
Ish Smith,2019,WAS,60,22,38,26.2,10.5,59.7,19.6,4.4,4.41,4.38,0.175,0.2,0,0.5,0.444,0,0.552
Isaiah Thomas,2019,WAS,40,14,26,23.1,12.2,53.1,21.2,3.8,4.25,3.69,0.23,0.2,0,0.3,1,0,0.636
Isaiah Roby,2019,OKC,3,2,1,3.8,0,1.7,0.7,0.1,3.11,3,0,0,0,0,0,0,0
Isaiah Hartenstein,2019,HOU,23,16,7,11.6,4.7,19.8,10.6,0.6,1.67,0.4,0.235,1.2,0.3,3.6,0.857,0,0.928
Isaac Bonga,2019,WAS,58,21,37,17.7,4.6,20.2,13.5,0.8,2.27,1.59,0.227,0.5,0,1.6,0.852,1,0.833
Iman Shumpert,2019,BKN,13,9,4,18.5,4.2,21.6,12.2,0.9,2.48,1.65,0.192,0.6,0,0.8,0.25,0,0.818
Ignas Brazdeikis,2019,NYK,9,1,8,5.9,1.9,5,4.1,0.2,2.8,1.8,0.378,0,0.1,0.1,0,0,0
Ian Mahinmi,2019,WAS,38,15,23,21.3,7.4,40.7,22.7,1.1,1.56,0.62,0.183,2.8,0.3,5,0.607,0.615,0.728
Henry Ellenson,2019,BKN,5,2,3,3,0.4,5.8,3.2,0.1,1.34,0.59,0.069,0,0,0.4,0,0,1
Hassan Whiteside,2019,POR,60,28,32,31.3,16.4,49.1,25,1.4,1.7,0.39,0.333,4.7,2.9,9.6,0.742,0.655,1.153
Harry Giles III,2019,SAC,37,19,18,15.3,7.1,23.5,14.6,0.7,1.76,0.57,0.303,3.8,1.1,3.6,0.504,0.282,1.126
Harrison Barnes,2019,SAC,63,28,35,34.9,14.8,46.3,29.2,1.8,2.28,1.18,0.319,1.1,3.9,2.2,0.444,0.49,1.007
Hamidou Diallo,2019,OKC,38,21,17,18.4,6.1,19.5,11.6,0.8,2.32,1.76,0.314,0.6,0,1.5,0.875,0,0.842
Grayson Allen,2019,MEM,30,14,16,16.6,7.4,22.6,15.5,1,2.62,1.66,0.325,0.2,0,0.2,0.4,0,0.857
Grant Williams,2019,BOS,62,43,19,15.6,3.5,19.5,11.9,0.6,1.78,0.68,0.18,0.7,0.5,1.7,0.395,0.607,0.712
Gorgui Dieng,2019,MEM,58,18,40,17.5,7.4,35.9,22.4,1,1.66,0.65,0.206,2.1,0.9,3,0.361,0.423,0.672
Gordon Hayward,2019,BOS,45,29,16,33.4,17.3,57.4,35,2.8,2.93,2.07,0.301,1.5,0.3,2.4,0.594,0.333,0.78
Goran Dragic,2019,MIA,53,34,19,28.3,15.9,64.8,25.9,5.5,5.05,4.58,0.245,0.6,0.2,1.2,0.625,0.385,0.871
Goga Bitadze,2019,IND,49,29,20,8.4,3.1,15,8.2,0.3,1.33,0.3,0.207,1.6,0.3,1.7,0.5,0.462,0.88
Glenn Robinson III,2019,PHI,60,17,43,29.1,11.8,39.6,26,1.3,1.89,1.11,0.298,0.9,0.1,2.5,0.63,1,0.816
Giannis Antetokounmpo,2019,MIL,56,47,9,30.9,29.6,82.6,41.6,4.6,3.32,2.17,0.359,5.8,4.3,6.1,0.579,0.601,1.026
Georges Niang,2019,UTA,58,38,20,13.3,5.8,19.8,10.7,0.6,1.72,0.84,0.293,0.1,0.1,0.2,0.857,0.5,1.182
George Hill,2019,MIL,51,43,8,21.2,9.5,43.8,17.4,3.2,4.43,3.85,0.216,0.4,0.1,1.2,0.955,0,0.794
Gary Trent Jr.,2019,POR,52,22,30,19.7,7.4,17.7,12.2,0.7,2.54,1.85,0.417,0.2,0.1,0.3,0.364,1.333,0.625
Gary Payton II,2019,WAS,29,13,16,14.9,3.9,21,12.2,0.7,2.12,1.35,0.186,0.3,0.1,1.8,0.6,0,0.5
Gary Harris,2019,DEN,56,37,19,31.8,10.4,31.6,24.8,1.3,2.49,1.86,0.328,0.5,0,0.9,0.885,0,0.627
Gary Clark,2019,ORL,35,20,15,12.1,3.2,15.9,7.5,0.4,1.47,0.38,0.201,0.3,0,0.8,0.167,0,0.552
Garrison Mathews,2019,WAS,18,8,10,12.6,5.4,9.9,8.2,0.2,1.42,0.77,0.551,0.1,0,0.1,0,0,0
Garrett Temple,2019,BKN,55,26,29,28.1,10.3,38.9,22.7,1.7,2.69,2.01,0.264,0.3,0.1,0.7,0.375,0,0.474
Gabe Vincent,2019,MIA,6,4,2,6.9,2,4,2.8,0.1,2.2,1.04,0.5,0,0,0.2,0,0,0
Furkan Korkmaz,2019,PHI,64,38,26,21.8,9.7,25.3,19.4,0.9,2.06,1.49,0.384,0.6,0,0.6,0.556,0,0.789
Fred VanVleet,2019,TOR,48,35,13,35.8,17.6,77.9,36,5.9,4.58,4.32,0.226,0.3,0,0.8,0.308,0,0.622
Frank Ntilikina,2019,NYK,57,19,38,20.8,6.3,49.5,18.1,3.6,4.38,3.93,0.127,0.2,0,0.4,0.571,0,0.5
Frank Mason,2019,MIL,6,5,1,8.8,2.3,18,8,1.5,4.93,4.65,0.13,0.2,0,0.3,0,0,0
Frank Kaminsky,2019,PHX,31,12,19,22.1,10.6,45.6,28.2,1.2,1.54,0.52,0.234,4.1,1.5,3.9,0.378,0.66,0.758
Frank Jackson,2019,NOP,50,24,26,12.7,5.5,19.3,11.3,0.9,2.68,2.19,0.283,0.1,0,0.3,1.143,0,0.857
Evan Turner,2019,MIN,19,3,16,13.2,3.3,26.8,10.5,1.9,4.23,3.52,0.122,0.2,0.6,0.7,0.667,0.417,0.769
Evan Fournier,2019,ORL,61,26,35,31.7,18.8,44.5,36.2,2.3,3.12,2.26,0.423,0.7,0.1,0.6,0.762,0.6,1
Ersan Ilyasova,2019,MIL,55,44,11,16,6.9,25.8,14,0.6,1.39,0.42,0.267,0.9,0.3,2.5,0.708,0.667,0.985
Eric Paschall,2019,GSW,60,14,46,27.6,14,47.8,30.7,1.9,2.4,1.36,0.292,1.8,2.9,2.7,0.561,0.546,0.863
Eric Mika,2019,SAC,1,0,1,19.1,6,22,11,0.5,1.32,0.27,0.273,2,0,3,2,0,1.333
Eric Gordon,2019,HOU,34,21,13,28.6,14.5,34.9,22.2,1.5,2.65,2.06,0.417,0.3,0.2,0.4,1.222,0.625,0.6
Eric Bledsoe,2019,MIL,55,46,9,27.1,15.4,56.6,20.7,4.3,4.52,4.04,0.271,0.4,0.3,1.3,0.381,0.267,0.557
Enes Kanter,2019,BOS,51,32,19,17.5,8.2,25.2,18.2,0.8,1.82,0.49,0.323,0.9,2.6,5.6,0.5,0.672,1.035
Emmanuel Mudiay,2019,UTA,48,32,16,15.7,7.3,36.5,15.1,2.7,4.51,4.02,0.2,0.2,0.1,0.4,0.25,0,0.706
Elie Okobo,2019,PHX,53,22,31,13,3.9,30,9.9,2.4,4.72,4.51,0.131,0.2,0,0.3,0.5,0,0.412
Elfrid Payton,2019,NYK,45,17,28,27.7,10,75,27.2,6,4.84,4.48,0.133,0.5,0.1,1.6,0.5,0,0.557
Edmond Sumner,2019,IND,25,11,14,13.8,4.6,16.8,12.3,0.8,2.85,2.15,0.271,0,0,0.4,2,0,0.9
Ed Davis,2019,UTA,25,15,10,10.7,1.3,18.2,8.2,0.5,1.65,0.45,0.073,1.2,0.1,2.2,0.069,1,0.446
E'Twaun Moore,2019,NOP,50,26,24,18.8,8.7,27.3,18.2,1.2,2.69,2.29,0.318,0.5,0,0.9,0.826,1,0.723
Dzanan Musa,2019,BKN,35,17,18,11.5,4.2,17.7,9.7,0.8,2.67,2.13,0.239,0.1,0,0.7,0.667,0,0.957
Dwight Powell,2019,DAL,39,24,15,26.4,9.4,38.7,20.4,1,1.48,0.45,0.243,2.1,0.1,5.4,0.634,0.5,0.986
Dwight Howard,2019,LAL,62,49,13,19.2,7.5,30.4,13.7,0.7,1.41,0.38,0.248,1.5,0.7,5.9,0.253,0.488,1.057
Dwayne Bacon,2019,CHA,39,10,29,17.6,5.7,26.2,19.1,1.1,2.53,1.72,0.219,0.2,0.2,0.4,0.778,0.75,0.824
Dusty Hannahs,2019,MEM,2,0,2,6.7,6,10,6,0.7,4.09,4.25,0.6,0,0,0,0,0,0
Duncan Robinson,2019,MIA,64,41,23,29.9,13.2,33.8,24.8,0.8,1.38,0.41,0.39,0.5,0,0.7,0.645,2,0.929
Drew Eubanks,2019,SAS,14,8,6,9.3,3.6,12,6.4,0.3,1.53,0.4,0.304,0.8,0.6,1.8,0.636,1,1.04
Draymond Green,2019,GSW,43,10,33,28.4,8,70.2,33.1,3.1,2.64,1.82,0.114,1.6,2.8,1.6,0.29,0.208,0.735
Dragan Bender,2019,GSW,15,9,6,18.7,7.1,38.3,22.8,0.9,1.35,0.35,0.186,0.9,0.9,2.8,0.929,0.429,0.81
Doug McDermott,2019,IND,62,37,25,20,10.4,24,19.5,0.5,1.33,0.51,0.432,0.4,0,1,1.182,0,1.238
Dorian Finney-Smith,2019,DAL,62,36,26,30,9.5,36.5,22.1,1.1,1.83,0.84,0.26,0.7,0,2.5,0.667,0.667,0.799
